Class,Number of commentsComment,Number of line comments,Number of Block comments,Number of Javadoc comments,Number of Licence comments,Number of comments in methode,Number of method comments,Number of class comments
/core/test/com/google/inject/example/ClientServiceWithGuice.java,4,2,1,1,1,1,0,2
/core/test/com/google/inject/example/ClientServiceWithGuiceDefaults.java,4,2,1,1,1,1,0,2
/core/test/com/google/inject/example/JndiProvider.java,2,0,1,1,1,0,1,0
/core/test/com/google/inject/example/JndiProviderClient.java,3,2,1,0,1,2,0,0
/core/test/com/google/inject/GenericInjectionTest.java,4,1,1,2,1,1,1,1
/core/test/com/google/inject/ImplicitBindingJdkPackagePrivateTest.java,3,1,1,1,1,1,0,1
/core/test/com/google/inject/ImplicitBindingTest.java,23,18,1,4,1,15,5,2
/core/test/com/google/inject/InjectorTest.java,3,1,1,1,2,1,0,0
/core/test/com/google/inject/IntegrationTest.java,2,0,1,1,1,0,0,1
/core/test/com/google/inject/internal/aop/ImmutableStringTrieTest.java,3,1,1,1,1,1,0,1
/core/test/com/google/inject/internal/Collector.java,1,0,1,0,1,0,0,0
/core/test/com/google/inject/internal/CycleDetectingLockTest.java,13,10,0,3,0,7,1,5
/core/test/com/google/inject/internal/InternalProvisionExceptionTest.java,2,1,1,0,1,1,0,0
/core/test/com/google/inject/internal/MapBinderTest.java,78,63,1,14,1,61,14,2
/core/test/com/google/inject/internal/MessagesTest.java,0,0,0,0,0,0,0,0
/core/test/com/google/inject/internal/MoreTypesTest.java,2,0,1,1,1,0,0,1
/core/test/com/google/inject/internal/MultibinderTest.java,72,57,3,12,1,53,16,2
/core/test/com/google/inject/internal/OptionalBinderTest.java,39,31,2,6,1,28,8,2
/core/test/com/google/inject/internal/PackageNameCompressorTest.java,11,9,1,1,1,3,2,5
/core/test/com/google/inject/internal/ProxyFactoryTest.java,2,0,1,1,1,0,0,1
/core/test/com/google/inject/internal/RealElementTest.java,2,0,1,1,1,0,0,1
/core/test/com/google/inject/internal/SpiUtils.java,33,24,1,8,1,24,7,1
/core/test/com/google/inject/internal/UniqueAnnotationsTest.java,2,0,1,1,1,0,0,1
/core/test/com/google/inject/internal/util/ContinuousStopwatchTest.java,2,2,0,0,0,0,2,0
/core/test/com/google/inject/internal/util/LineNumbersTest.java,2,0,1,1,1,0,0,1
/core/test/com/google/inject/internal/WeakKeySetTest.java,32,30,1,1,1,30,0,1
/core/test/com/google/inject/internal/WeakKeySetUtils.java,5,3,1,1,1,3,0,1
/core/test/com/google/inject/Java8LanguageFeatureBindingTest.java,5,3,1,1,1,1,0,3
